seqnames	start	end	width	strand	gene_id	SYMBOL	gene_name	logFC	logCPM	F	PValue	FDR	mlog10PValue	simple_gene_name
chrX	56232356	56291531	59176	+	ENSG00000102349.18	KLF8	KLF8	-0.892	3.84	16.8	0.00129	0.0874	2.89	KLF8
chr15	40161023	40221123	60101	+	ENSG00000156970.13	BUB1B	BUB1B	1.13	5.23	16.8	0.00129	0.0874	2.89	BUB1B
chr9	134135365	134159968	24604	+	ENSG00000196363.10	WDR5	WDR5	0.374	5.15	16.8	0.00129	0.0874	2.89	WDR5
chr8	24294069	24359014	64946	+	ENSG00000042980.14	ADAM28	ADAM28	-0.617	8.62	16.8	0.0013	0.0874	2.89	ADAM28
chr9	113407235	113410675	3441	-	ENSG00000148229.13	POLE3	POLE3	0.423	5.95	16.8	0.0013	0.0874	2.89	POLE3
chr14	94104836	94116695	11860	+	ENSG00000165949.13	IFI27	IFI27	2.98	4.4	16.8	0.0013	0.0874	2.88	IFI27
chr12	49002274	49024075	21802	-	ENSG00000288710.1	NA	NA	0.543	5.09	16.8	0.0013	0.0874	2.89	ENSG00000288710.1
chr2	148021011	148516971	495961	+	ENSG00000204406.14	MBD5	MBD5	-0.631	4.24	16.7	0.00131	0.0874	2.88	MBD5
chr11	4094707	4138932	44226	+	ENSG00000167325.15	RRM1	RRM1	0.763	5.47	16.7	0.00132	0.0874	2.88	RRM1
chr10	132397168	132417859	20692	+	ENSG00000171813.14	PWWP2B	PWWP2B	-1.13	3.29	16.7	0.00132	0.0874	2.88	PWWP2B
chr12	9664969	9699553	34585	+	ENSG00000069493.15	CLEC2D	CLEC2D	-0.642	4.34	16.7	0.00133	0.0874	2.88	CLEC2D
chr2	55634061	55693863	59803	-	ENSG00000138035.15	PNPT1	PNPT1	0.887	5.69	16.7	0.00133	0.0874	2.88	PNPT1
chr1	58776845	58784048	7204	-	ENSG00000177606.8	JUN	JUN	-0.987	6.91	16.7	0.00134	0.0874	2.87	JUN
chr5	50396192	50443248	47057	-	ENSG00000170571.12	EMB	EMB	1.26	3.39	16.6	0.00135	0.0874	2.87	EMB
chr16	67163385	67165815	2431	+	ENSG00000265690.7	NA	NA	-2.49	-0.167	16.6	0.00135	0.0874	2.87	ENSG00000265690.7
chr15	78131498	78171945	40448	+	ENSG00000166411.14	IDH3A	IDH3A	0.588	6.11	16.6	0.00137	0.0877	2.86	IDH3A
chr6	97142161	97283217	141057	-	ENSG00000146263.12	MMS22L	MMS22L	0.897	4.29	16.5	0.00138	0.0877	2.86	MMS22L
chr10	97677424	97687241	9818	-	ENSG00000119986.7	AVPI1	AVPI1	-1.1	1.35	16.5	0.0014	0.0877	2.85	AVPI1
chr7	74774011	74789315	15305	+	ENSG00000158517.16	NCF1	NCF1	0.69	9.36	16.5	0.0014	0.0877	2.85	NCF1
chr17	36210924	36212878	1955	+	ENSG00000276070.5	CCL4L2	CCL4L2	-1.96	4.77	16.5	0.0014	0.0877	2.86	CCL4L2
chr17	40287879	40304657	16779	+	ENSG00000094804.12	CDC6	CDC6	1.99	3.29	16.4	0.00141	0.0877	2.85	CDC6
chr14	64388031	64463457	75427	+	ENSG00000100714.18	MTHFD1	MTHFD1	0.454	6.2	16.4	0.00141	0.0877	2.85	MTHFD1
chr22	37180166	37199385	19220	-	ENSG00000133466.14	C1QTNF6	C1QTNF6	-1.62	3.1	16.4	0.00141	0.0877	2.85	C1QTNF6
chr21	42199689	42297244	97556	+	ENSG00000160179.19	ABCG1	ABCG1	-1.56	4.6	16.4	0.00142	0.0877	2.85	ABCG1
chr1	161983192	162023869	40678	-	ENSG00000162745.11	OLFML2B	OLFML2B	-1.33	4.11	16.4	0.00142	0.0877	2.85	OLFML2B
chr11	61258286	61295316	37031	-	ENSG00000167992.14	VWCE	VWCE	1.83	2.1	16.4	0.00142	0.0877	2.85	VWCE
chr22	32801705	32863041	61337	+	ENSG00000100234.12	TIMP3	TIMP3	-2.63	3.29	16.3	0.00144	0.0879	2.84	TIMP3
chr16	88677688	88686507	8820	-	ENSG00000185669.6	SNAI3	SNAI3	-0.713	4.06	16.3	0.00147	0.0879	2.83	SNAI3
chr2	191678068	191741097	63030	+	ENSG00000173559.15	NABP1	NABP1	-0.527	6.35	16.2	0.00149	0.0879	2.83	NABP1
chr12	43758944	43798307	39364	+	ENSG00000198001.16	IRAK4	IRAK4	0.665	5.13	16.2	0.00149	0.0879	2.83	IRAK4
chr16	67987394	68000586	13193	-	ENSG00000167261.14	DPEP2	DPEP2	-1.5	4.12	16.2	0.0015	0.0879	2.82	DPEP2
chr13	32586452	32778019	191568	+	ENSG00000083642.19	PDS5B	PDS5B	0.565	5.96	16.1	0.00151	0.0879	2.82	PDS5B
chr6	8073360	8102559	29200	-	ENSG00000124802.12	EEF1E1	EEF1E1	0.581	3.34	16.1	0.00151	0.0879	2.82	EEF1E1
chr10	96593315	96720514	127200	-	ENSG00000155629.15	PIK3AP1	PIK3AP1	0.39	8.53	16.1	0.00151	0.0879	2.82	PIK3AP1
chr4	958887	986895	28009	-	ENSG00000145214.14	DGKQ	DGKQ	-0.95	4.88	16.1	0.00152	0.0879	2.82	DGKQ
chr2	74557883	74648338	90456	-	ENSG00000159374.18	M1AP	M1AP	-1.48	2.08	16	0.00156	0.0879	2.81	M1AP
chr13	30202630	30307551	104922	-	ENSG00000102781.14	KATNAL1	KATNAL1	0.831	2.65	16	0.00157	0.0879	2.8	KATNAL1
chr19	18001132	18014102	12971	+	ENSG00000105643.11	ARRDC2	ARRDC2	-0.587	5.84	16	0.00157	0.0879	2.8	ARRDC2
chr8	22544986	22575788	30803	+	ENSG00000120896.14	SORBS3	SORBS3	-1.39	5.37	16	0.00157	0.0879	2.8	SORBS3
chr3	12287368	12434356	146989	+	ENSG00000132170.24	PPARG	PPARG	-1.6	4.03	16	0.00157	0.0879	2.8	PPARG
chr10	13161558	13211110	49553	+	ENSG00000065328.17	MCM10	MCM10	1.85	2.75	15.9	0.00159	0.0879	2.8	MCM10
chr11	35251205	35420063	168859	-	ENSG00000110436.13	SLC1A2	SLC1A2	1.98	-0.877	15.9	0.00159	0.0879	2.8	SLC1A2
chr6	36676460	36687337	10878	+	ENSG00000124762.14	CDKN1A	CDKN1A	0.519	6.33	15.9	0.0016	0.0879	2.8	CDKN1A
chr10	95711779	95877266	165488	+	ENSG00000138185.20	ENTPD1	ENTPD1	-0.325	8.17	15.9	0.0016	0.0879	2.8	ENTPD1
chr5	80111651	80256048	144398	-	ENSG00000164300.17	SERINC5	SERINC5	-0.655	4.9	15.9	0.0016	0.0879	2.8	SERINC5
chr12	6821624	6829972	8349	+	ENSG00000250510.8	GPR162	GPR162	-0.675	3.28	15.9	0.0016	0.0879	2.8	GPR162
chr2	11677595	11827409	149815	+	ENSG00000134324.12	LPIN1	LPIN1	0.679	5.3	15.9	0.00161	0.0879	2.79	LPIN1
chr15	74957219	75021495	64277	+	ENSG00000198794.12	SCAMP5	SCAMP5	-0.789	4.82	15.8	0.00162	0.0879	2.79	SCAMP5
chr1	154155308	154194648	39341	-	ENSG00000143549.22	TPM3	TPM3	0.441	8.42	15.8	0.00163	0.0879	2.79	TPM3
chr18	58862600	58986480	123881	+	ENSG00000074657.14	ZNF532	ZNF532	-0.548	5.56	15.8	0.00164	0.0879	2.78	ZNF532
chr9	121444991	121499844	54854	-	ENSG00000204136.12	GGTA1	GGTA1	-2.33	1.91	15.8	0.00164	0.0879	2.79	GGTA1
chr22	39120167	39152680	32514	-	ENSG00000100307.13	CBX7	CBX7	-0.839	4.79	15.8	0.00165	0.0879	2.78	CBX7
chr7	100154420	100158723	4304	-	ENSG00000146826.17	TRAPPC14	TRAPPC14	-0.415	5.75	15.8	0.00165	0.0879	2.78	TRAPPC14
chr10	102152176	102163871	11696	+	ENSG00000166197.17	NOLC1	NOLC1	0.458	6.41	15.8	0.00165	0.0879	2.78	NOLC1
chr11	61792911	61797238	4328	+	ENSG00000168496.4	FEN1	FEN1	1.06	4.87	15.8	0.00165	0.0879	2.78	FEN1
chr7	92604921	92836573	231653	-	ENSG00000105810.10	CDK6	CDK6	0.873	5.28	15.7	0.00167	0.0879	2.78	CDK6
chr13	36998816	37025881	27066	+	ENSG00000120699.14	EXOSC8	EXOSC8	0.462	4.71	15.7	0.00167	0.0879	2.78	EXOSC8
chr10	113834725	113854383	19659	-	ENSG00000198924.8	DCLRE1A	DCLRE1A	0.426	3.87	15.7	0.00167	0.0879	2.78	DCLRE1A
chr5	151020591	151028988	8398	+	ENSG00000211445.13	GPX3	GPX3	-0.784	4.2	15.7	0.00167	0.0879	2.78	GPX3
chrX	66595637	66639298	43662	-	ENSG00000131080.15	EDA2R	EDA2R	1.26	2.34	15.7	0.00168	0.0879	2.78	EDA2R
chr1	20633458	20651511	18054	+	ENSG00000158828.8	PINK1	PINK1	-0.513	5.72	15.7	0.00168	0.0879	2.78	PINK1
chr19	6375148	6379058	3911	-	ENSG00000125650.5	PSPN	PSPN	-0.697	2.35	15.7	0.00169	0.0879	2.77	PSPN
chr15	43826980	43868412	41433	+	ENSG00000092470.12	WDR76	WDR76	1.35	3.71	15.6	0.0017	0.0879	2.77	WDR76
chr9	21802636	21937651	135016	+	ENSG00000099810.21	MTAP	MTAP	0.37	5.72	15.6	0.0017	0.0879	2.77	MTAP
chr17	83079609	83095122	15514	+	ENSG00000176845.13	METRNL	METRNL	-0.531	5.26	15.6	0.0017	0.0879	2.77	METRNL
chr6	146543833	146554953	11121	+	ENSG00000118508.5	RAB32	RAB32	-0.542	7.28	15.6	0.00171	0.0879	2.77	RAB32
chr11	57597387	57619171	21785	+	ENSG00000149131.17	SERPING1	SERPING1	-1.21	2.29	15.6	0.00172	0.0879	2.76	SERPING1
chr4	123396795	123403760	6966	+	ENSG00000164056.11	SPRY1	SPRY1	-1.52	2.76	15.6	0.00172	0.0879	2.76	SPRY1
chr5	35852695	35879603	26909	+	ENSG00000168685.15	IL7R	IL7R	-1.77	2.22	15.6	0.00172	0.0879	2.76	IL7R
chr11	61680391	61747001	66611	+	ENSG00000134780.10	DAGLA	DAGLA	-1.35	3.2	15.6	0.00173	0.0879	2.76	DAGLA
chr16	2911931	2951208	39278	+	ENSG00000059122.17	FLYWCH1	FLYWCH1	-0.512	4.92	15.5	0.00174	0.0879	2.76	FLYWCH1
chr19	48270081	48287608	17528	+	ENSG00000178150.10	ZNF114	ZNF114	0.798	3.05	15.5	0.00174	0.0879	2.76	ZNF114
chr9	129175552	129178261	2710	-	ENSG00000188483.8	IER5L	IER5L	-0.806	5.02	15.5	0.00174	0.0879	2.76	IER5L
chr17	31094927	31382116	287190	+	ENSG00000196712.20	NF1	NF1	0.894	7.13	15.5	0.00174	0.0879	2.76	NF1
chr10	23439075	23442377	3303	+	ENSG00000165312.7	OTUD1	OTUD1	-0.711	4.33	15.5	0.00175	0.088	2.76	OTUD1
chr9	92210207	92293854	83648	-	ENSG00000196305.19	IARS1	IARS1	0.616	6.54	15.5	0.00177	0.0888	2.75	IARS1
chr17	4739833	4746119	6287	+	ENSG00000141497.14	ZMYND15	ZMYND15	-0.55	3.23	15.4	0.00178	0.0888	2.75	ZMYND15
chr10	110567684	110606048	38365	+	ENSG00000108055.11	SMC3	SMC3	0.438	6.4	15.4	0.00179	0.0888	2.75	SMC3
chr9	104781006	104928155	147150	-	ENSG00000165029.17	ABCA1	ABCA1	-1.99	6.09	15.4	0.0018	0.0888	2.74	ABCA1
chr8	124550784	124728473	177690	-	ENSG00000170873.19	MTSS1	MTSS1	-1.57	1.86	15.4	0.0018	0.0888	2.74	MTSS1
chr19	56567468	56588911	21444	+	ENSG00000197016.12	ZNF470	ZNF470	-0.585	3.13	15.4	0.0018	0.0888	2.74	ZNF470
chr2	237858893	237912106	53214	+	ENSG00000132329.11	RAMP1	RAMP1	-1.17	3.13	15.2	0.00187	0.089	2.73	RAMP1
chr1	45583846	45618904	35059	+	ENSG00000132780.17	NASP	NASP	0.484	6.62	15.2	0.00188	0.089	2.73	NASP
chr1	219968600	220046530	77931	-	ENSG00000136628.18	EPRS1	EPRS1	0.373	7.06	15.2	0.00188	0.089	2.73	EPRS1
chr5	96875986	96919703	43718	+	ENSG00000164308.17	ERAP2	ERAP2	0.901	4.07	15.2	0.00188	0.089	2.72	ERAP2
chr4	77862830	77952785	89956	+	ENSG00000169288.18	MRPL1	MRPL1	0.667	3.25	15.2	0.00188	0.089	2.73	MRPL1
chr18	12446512	12658107	211596	-	ENSG00000134278.16	SPIRE1	SPIRE1	-0.702	5.6	15.2	0.00189	0.089	2.72	SPIRE1
chr6	30489509	30494194	4686	+	ENSG00000204592.9	HLA-E	HLA-E	-0.363	8.91	15.2	0.00189	0.089	2.72	HLA-E
chr11	64987945	64997018	9074	-	ENSG00000168062.10	BATF2	BATF2	0.851	3.17	15.2	0.0019	0.089	2.72	BATF2
chr1	26317958	26320523	2566	+	ENSG00000169442.9	CD52	CD52	-1.59	6.08	15.2	0.0019	0.089	2.72	CD52
chr12	109573255	109598125	24871	+	ENSG00000110921.14	MVK	MVK	0.879	4.54	15.1	0.00191	0.089	2.72	MVK
chr12	101280105	101386618	106514	+	ENSG00000120800.5	UTP20	UTP20	0.567	5.02	15.1	0.00191	0.089	2.72	UTP20
chr1	54641786	54742308	100523	+	ENSG00000271723.5	MROH7-TTC4	MROH7-TTC4	-3.43	1.09	15.2	0.00191	0.089	2.72	MROH7-TTC4
chr17	7217125	7225266	8142	+	ENSG00000072778.20	ACADVL	ACADVL	-0.51	6.78	15.1	0.00192	0.089	2.72	ACADVL
chr1	156243320	156248117	4798	-	ENSG00000160781.17	PAQR6	PAQR6	-0.689	3.44	15.1	0.00192	0.089	2.72	PAQR6
chr7	144451941	144836395	384455	-	ENSG00000196511.15	TPK1	TPK1	0.384	4.6	15.1	0.00192	0.089	2.72	TPK1
chr18	31622246	31685836	63591	-	ENSG00000118276.12	B4GALT6	B4GALT6	1.43	0.524	15.1	0.00193	0.089	2.71	B4GALT6
chr2	189560590	189583758	23169	-	ENSG00000138449.11	SLC40A1	SLC40A1	-1.26	6.32	15.1	0.00193	0.089	2.72	SLC40A1
chr5	151029945	151093577	63633	-	ENSG00000145901.16	TNIP1	TNIP1	0.501	7.73	15.1	0.00193	0.089	2.71	TNIP1
chr2	96248514	96265997	17484	-	ENSG00000135956.9	TMEM127	TMEM127	-0.335	7.44	15.1	0.00194	0.089	2.71	TMEM127
chr11	18693122	18704785	11664	+	ENSG00000151117.9	TMEM86A	TMEM86A	-1.04	6.9	15.1	0.00194	0.089	2.71	TMEM86A
chr19	42086110	42196585	110476	-	ENSG00000028277.22	POU2F2	POU2F2	0.546	7.78	15.1	0.00195	0.089	2.71	POU2F2
chr19	21082159	21125270	43112	+	ENSG00000160352.16	ZNF714	ZNF714	0.567	5.29	14.9	0.00202	0.0917	2.69	ZNF714
chr14	67533290	67589612	56323	+	ENSG00000054690.14	PLEKHH1	PLEKHH1	1.26	3.13	14.9	0.00203	0.0917	2.69	PLEKHH1
chr7	100159244	100168617	9374	-	ENSG00000197093.11	GAL3ST4	GAL3ST4	-1.01	7.34	14.9	0.00203	0.0917	2.69	GAL3ST4
chr14	93934166	93976739	42574	-	ENSG00000100628.12	ASB2	ASB2	0.803	5.25	14.9	0.00205	0.0917	2.69	ASB2
chr1	89006679	89022894	16216	-	ENSG00000117226.12	GBP3	GBP3	0.655	3.81	14.8	0.00205	0.0917	2.69	GBP3
chr14	100291116	100306547	15432	-	ENSG00000197119.13	SLC25A29	SLC25A29	-0.742	5.48	14.8	0.00205	0.0917	2.69	SLC25A29
chr11	68052859	68121444	68586	-	ENSG00000110721.12	CHKA	CHKA	-0.595	5.3	14.8	0.00206	0.0917	2.69	CHKA
chr6	12716312	13290446	574135	+	ENSG00000112137.19	PHACTR1	PHACTR1	-1.05	5.67	14.8	0.00206	0.0917	2.69	PHACTR1
chr14	20801228	20802855	1628	-	ENSG00000129538.14	RNASE1	RNASE1	-1.26	2.27	14.8	0.00207	0.0919	2.68	RNASE1
chr2	200853009	200864691	11683	-	ENSG00000013441.17	CLK1	CLK1	-0.459	6.52	14.8	0.00208	0.0919	2.68	CLK1
chr19	18929201	18941261	12061	-	ENSG00000051128.19	HOMER3	HOMER3	-1.17	4.34	14.8	0.00209	0.0921	2.68	HOMER3
chrX	11117651	11665920	548270	-	ENSG00000047648.23	ARHGAP6	ARHGAP6	-1	1.57	14.8	0.0021	0.0921	2.68	ARHGAP6
chr19	51450847	51458456	7610	-	ENSG00000105366.15	SIGLEC8	SIGLEC8	-0.933	5.98	14.7	0.00211	0.0924	2.68	SIGLEC8
chr22	50274979	50307646	32668	-	ENSG00000196576.16	PLXNB2	PLXNB2	0.755	8.53	14.7	0.00213	0.0926	2.67	PLXNB2
chr2	214725646	214809683	84038	-	ENSG00000138376.11	BARD1	BARD1	0.912	4.31	14.7	0.00214	0.0926	2.67	BARD1
chr13	30456704	30617597	160894	-	ENSG00000189403.15	HMGB1	HMGB1	0.522	8.57	14.7	0.00214	0.0926	2.67	HMGB1
chr10	97498924	97571206	72283	+	ENSG00000165886.5	UBTD1	UBTD1	-0.557	3.39	14.7	0.00215	0.0929	2.67	UBTD1
chr7	24573268	24694193	120926	+	ENSG00000105926.16	PALS2	PALS2	1.13	2.89	14.6	0.00216	0.093	2.66	PALS2
chr12	47963569	47968878	5310	+	ENSG00000134291.12	TMEM106C	TMEM106C	0.589	4.27	14.6	0.00217	0.093	2.66	TMEM106C
chr5	179793980	179796647	2668	+	ENSG00000213316.10	LTC4S	LTC4S	-1.05	1.14	14.6	0.00217	0.093	2.66	LTC4S
chr4	24998847	25030946	32100	-	ENSG00000153012.12	LGI2	LGI2	-2.93	1.95	14.6	0.0022	0.0931	2.66	LGI2
chr5	140332843	140346603	13761	-	ENSG00000113070.8	HBEGF	HBEGF	-0.716	4.17	14.5	0.00221	0.0931	2.66	HBEGF
chr3	192796815	192917856	121042	-	ENSG00000180611.7	MB21D2	MB21D2	-0.66	2.94	14.5	0.00221	0.0931	2.66	MB21D2
chr9	137306896	137423211	116316	-	ENSG00000187609.16	EXD3	EXD3	-0.648	3.21	14.6	0.00221	0.0931	2.66	EXD3
chr17	76265348	76271298	5951	+	ENSG00000185262.9	UBALD2	UBALD2	0.499	5.22	14.5	0.00222	0.0931	2.65	UBALD2
chr19	9751993	9793180	41188	-	ENSG00000196605.7	ZNF846	ZNF846	-0.561	4.09	14.5	0.00222	0.0931	2.65	ZNF846
chr14	76786009	76826246	40238	-	ENSG00000013523.11	ANGEL1	ANGEL1	-0.45	6.63	14.5	0.00223	0.0932	2.65	ANGEL1
chr3	8775402	8963773	188372	-	ENSG00000070950.10	RAD18	RAD18	0.842	3.28	14.5	0.00224	0.0932	2.65	RAD18
chr1	220879431	220885059	5629	+	ENSG00000136630.13	HLX	HLX	-1.02	3.12	14.5	0.00224	0.0932	2.65	HLX
chr3	126524155	126543291	19137	+	ENSG00000180767.11	CHST13	CHST13	-0.919	2.35	14.4	0.00226	0.0939	2.65	CHST13
chr2	74532258	74555690	23433	-	ENSG00000115318.12	LOXL3	LOXL3	-0.559	5.82	14.4	0.00229	0.0947	2.64	LOXL3
chr6	41158506	41163186	4681	-	ENSG00000095970.17	TREM2	TREM2	-0.806	8.25	14.4	0.0023	0.0949	2.64	TREM2
chrX	24693873	24996986	303114	+	ENSG00000101868.13	POLA1	POLA1	0.706	4.63	14.4	0.00232	0.095	2.64	POLA1
chr14	103334237	103335932	1696	+	ENSG00000291313.1	NA	NA	-1.43	3.15	14.3	0.00233	0.095	2.63	ENSG00000291313.1
chr1	23506438	23531233	24796	-	ENSG00000007968.7	E2F2	E2F2	1.51	3.48	14.3	0.00235	0.095	2.63	E2F2
chr9	89311195	89316703	5509	+	ENSG00000123975.5	CKS2	CKS2	0.519	4.07	14.3	0.00235	0.095	2.63	CKS2
chr2	237485428	237555322	69895	+	ENSG00000115648.14	MLPH	MLPH	-1.22	2.49	14.3	0.00236	0.095	2.63	MLPH
chr1	113979391	114035572	56182	+	ENSG00000116774.12	OLFML3	OLFML3	-0.605	9.16	14.3	0.00236	0.095	2.63	OLFML3
chr12	9067664	9116229	48566	-	ENSG00000175899.15	A2M	A2M	-0.691	11.6	14.3	0.00236	0.095	2.63	A2M
chr9	137423350	137434406	11057	+	ENSG00000188747.9	NOXA1	NOXA1	-0.973	2.22	14.3	0.00236	0.095	2.63	NOXA1
chr15	66504959	66550130	45172	+	ENSG00000174442.12	ZWILCH	ZWILCH	0.83	3.74	14.2	0.00239	0.0954	2.62	ZWILCH
chr12	102395874	102481744	85871	-	ENSG00000017427.17	IGF1	IGF1	-1.23	6.86	14.2	0.0024	0.0954	2.62	IGF1
chr8	144798876	144811169	12294	+	ENSG00000197363.11	ZNF517	ZNF517	-0.583	2.46	14.2	0.0024	0.0954	2.62	ZNF517
chr16	89575758	89597246	21489	+	ENSG00000178773.15	CPNE7	CPNE7	-3.3	0.735	14.2	0.00241	0.0954	2.62	CPNE7
chr17	43044295	43170245	125951	-	ENSG00000012048.24	BRCA1	BRCA1	1.28	4.77	14.2	0.00243	0.0954	2.61	BRCA1
chr22	21666000	21700015	34016	+	ENSG00000100023.20	PPIL2	PPIL2	0.348	6.51	14.2	0.00243	0.0954	2.61	PPIL2
chr16	77007	85851	8845	+	ENSG00000103152.12	MPG	MPG	-0.442	4.62	14.2	0.00243	0.0954	2.61	MPG
chr12	56663341	56688408	25068	-	ENSG00000110958.16	PTGES3	PTGES3	0.332	7.56	14.1	0.00244	0.0954	2.61	PTGES3
chr4	1712858	1745171	32314	+	ENSG00000013810.21	TACC3	TACC3	0.603	6.59	14.1	0.00245	0.0954	2.61	TACC3
chr12	54230942	54280133	49192	-	ENSG00000094916.16	CBX5	CBX5	0.84	7.5	14.1	0.00245	0.0954	2.61	CBX5
chr4	39498755	39528311	29557	-	ENSG00000109814.12	UGDH	UGDH	0.557	4.61	14.1	0.00246	0.0954	2.61	UGDH
chr12	6870935	6889358	18424	-	ENSG00000111671.10	SPSB2	SPSB2	-0.598	3.46	14.1	0.00246	0.0954	2.61	SPSB2
chr21	41986831	42010387	23557	-	ENSG00000173276.14	ZBTB21	ZBTB21	0.487	4.38	14.1	0.00246	0.0954	2.61	ZBTB21
chr15	25677273	25865184	187912	-	ENSG00000206190.13	ATP10A	ATP10A	0.636	4.18	14.1	0.00247	0.0955	2.61	ATP10A
chr5	64766368	65102412	336045	+	ENSG00000153015.17	CWC27	CWC27	0.431	4.95	14.1	0.0025	0.096	2.6	CWC27
chr1	53242364	53328469	86106	-	ENSG00000157193.18	LRP8	LRP8	1.81	4.46	14	0.00251	0.096	2.6	LRP8
chr4	184649667	184694963	45297	+	ENSG00000164306.11	PRIMPOL	PRIMPOL	0.561	3.5	14	0.00252	0.096	2.6	PRIMPOL
chr5	80626226	80654983	28758	-	ENSG00000228716.7	DHFR	DHFR	0.799	6.01	14	0.00252	0.096	2.6	DHFR
chr14	54938949	55027105	88157	-	ENSG00000198554.12	WDHD1	WDHD1	1.1	3.39	14	0.00253	0.096	2.6	WDHD1
chr1	203305491	203309602	4112	+	ENSG00000159388.6	BTG2	BTG2	-0.861	9	14	0.00254	0.096	2.59	BTG2
chr10	68956135	68985068	28934	+	ENSG00000165732.14	DDX21	DDX21	0.557	7.05	14	0.00254	0.096	2.6	DDX21
chr7	30497077	30550761	53685	-	ENSG00000281039.1	NA	NA	-0.801	2.85	14	0.00254	0.096	2.59	ENSG00000281039.1
chr7	135183839	135211555	27717	-	ENSG00000105875.15	WDR91	WDR91	-0.712	6.41	14	0.00256	0.0964	2.59	WDR91
chr22	35380361	35394214	13854	+	ENSG00000100292.18	HMOX1	HMOX1	-1.08	7.94	13.9	0.00257	0.0964	2.59	HMOX1
chr21	36385392	36419015	33624	+	ENSG00000159259.8	CHAF1B	CHAF1B	1.21	2.91	13.9	0.00258	0.0964	2.59	CHAF1B
chr3	16313574	16514026	200453	-	ENSG00000131378.14	RFTN1	RFTN1	-0.459	4.83	13.9	0.0026	0.0971	2.58	RFTN1
chr22	20115938	20127355	11418	+	ENSG00000099901.17	RANBP1	RANBP1	0.578	5.09	13.9	0.00261	0.0973	2.58	RANBP1
chr16	27402174	27452042	49869	+	ENSG00000103522.17	IL21R	IL21R	0.452	5.83	13.8	0.00264	0.0977	2.58	IL21R
chr20	63743668	63832038	88371	-	ENSG00000130584.12	ZBTB46	ZBTB46	-0.682	5.2	13.8	0.00265	0.0977	2.58	ZBTB46
chr7	128862042	128910719	48678	-	ENSG00000135253.16	KCP	KCP	-1.06	0.997	13.8	0.00265	0.0977	2.58	KCP
chr15	42575606	42720998	145393	+	ENSG00000159433.12	STARD9	STARD9	-0.65	6.81	13.8	0.00265	0.0977	2.58	STARD9
chr7	127346790	127431924	85135	-	ENSG00000048405.11	ZNF800	ZNF800	0.509	4.81	13.8	0.00266	0.0977	2.57	ZNF800
chr10	27154824	27187953	33130	+	ENSG00000120539.15	MASTL	MASTL	0.795	3.77	13.8	0.00267	0.0979	2.57	MASTL
chrX	16839283	16870362	31080	-	ENSG00000102054.18	RBBP7	RBBP7	0.276	6.65	13.7	0.0027	0.0982	2.57	RBBP7
chr15	90883695	90895776	12082	+	ENSG00000182511.12	FES	FES	-0.62	5.25	13.8	0.0027	0.0982	2.57	FES
chr2	43886224	43996226	110003	-	ENSG00000138095.20	LRPPRC	LRPPRC	0.544	7.16	13.7	0.00271	0.0982	2.57	LRPPRC
chr16	31074422	31084196	9775	+	ENSG00000167395.10	ZNF646	ZNF646	-0.376	5.93	13.7	0.00272	0.0982	2.57	ZNF646
chr2	96112876	96116571	3696	-	ENSG00000274286.2	ADRA2B	ADRA2B	-1.81	-0.958	13.7	0.00272	0.0982	2.57	ADRA2B
chr17	47323290	47441312	118023	+	ENSG00000178852.16	EFCAB13	EFCAB13	-3.17	-0.782	13.7	0.00274	0.0983	2.56	EFCAB13
chr19	6494319	6502848	8530	-	ENSG00000104833.12	TUBB4A	TUBB4A	-2.16	1.43	13.7	0.00275	0.0983	2.56	TUBB4A
chr19	40421589	40425992	4404	-	ENSG00000197019.5	SERTAD1	SERTAD1	-0.642	3.36	13.7	0.00275	0.0983	2.56	SERTAD1
chr16	1444934	1475077	30144	-	ENSG00000103249.19	CLCN7	CLCN7	-0.595	7.73	13.7	0.00276	0.0983	2.56	CLCN7
chr2	219249710	219277902	28193	-	ENSG00000127824.15	TUBA4A	TUBA4A	1.85	-0.638	13.6	0.00277	0.0983	2.56	TUBA4A
chr9	126326829	126507041	180213	+	ENSG00000196814.15	MVB12B	MVB12B	-1.73	2.89	13.6	0.00277	0.0983	2.56	MVB12B
chr17	82735615	82751196	15582	+	ENSG00000167363.14	FN3K	FN3K	-0.867	2.66	13.6	0.00278	0.0983	2.56	FN3K
chr19	10654304	10692400	38097	+	ENSG00000129351.18	ILF3	ILF3	0.457	8.19	13.6	0.00279	0.0983	2.55	ILF3
chr11	121292681	121313410	20730	+	ENSG00000109929.10	SC5D	SC5D	0.703	6.55	13.6	0.0028	0.0983	2.55	SC5D
chr9	67832765	67920552	87788	+	ENSG00000260691.8	ANKRD20A1	ANKRD20A1	-2.01	1.3	13.6	0.0028	0.0983	2.55	ANKRD20A1
chr11	75100563	75206549	105987	+	ENSG00000137491.15	SLCO2B1	SLCO2B1	-0.663	9.3	13.6	0.00281	0.0983	2.55	SLCO2B1
chr7	158631169	158704804	73636	-	ENSG00000146918.20	NCAPG2	NCAPG2	0.985	4.96	13.6	0.00281	0.0983	2.55	NCAPG2
chr1	154974653	154979251	4599	+	ENSG00000173207.13	CKS1B	CKS1B	0.915	4.46	13.6	0.00282	0.0984	2.55	CKS1B
chr4	102251080	102431258	180179	-	ENSG00000138821.14	SLC39A8	SLC39A8	0.648	3.46	13.6	0.00284	0.0985	2.55	SLC39A8
