seqnames	start	end	width	strand	gene_id	SYMBOL	gene_name	logFC	logCPM	F	PValue	FDR	mlog10PValue	simple_gene_name
chr2	128236716	128318868	82153	-	ENSG00000136720.7	HS6ST1	HS6ST1	-0.489	4.59	20.6	0.000576	0.0397	3.24	HS6ST1
chr19	44051367	44067999	16633	+	ENSG00000178386.13	ZNF223	ZNF223	-0.839	3.24	20.6	0.000577	0.0397	3.24	ZNF223
chr11	73675638	73761137	85500	-	ENSG00000175582.20	RAB6A	RAB6A	0.58	7.1	20.6	0.00058	0.0397	3.24	RAB6A
chr19	18001132	18014102	12971	+	ENSG00000105643.11	ARRDC2	ARRDC2	-0.67	5.84	20.6	0.000583	0.0397	3.23	ARRDC2
chr1	6467122	6520074	52953	-	ENSG00000171680.23	PLEKHG5	PLEKHG5	-3.23	3.95	20.6	0.000583	0.0397	3.23	PLEKHG5
chr12	14784582	14803486	18905	-	ENSG00000084463.8	WBP11	WBP11	0.56	6.54	20.6	0.000584	0.0397	3.23	WBP11
chr6	31686955	31703356	16402	-	ENSG00000204427.12	ABHD16A	ABHD16A	-0.437	5.56	20.5	0.000586	0.0397	3.23	ABHD16A
chr14	21385194	21456126	70933	-	ENSG00000100888.15	CHD8	CHD8	0.676	7.43	20.5	0.000589	0.0398	3.23	CHD8
chr11	18394560	18408425	13866	+	ENSG00000134333.15	LDHA	LDHA	0.526	7.29	20.5	0.000596	0.0399	3.22	LDHA
chr16	25691959	26137685	445727	+	ENSG00000182601.7	HS3ST4	HS3ST4	-1.16	2.93	20.5	0.000597	0.0399	3.22	HS3ST4
chr10	110567684	110606048	38365	+	ENSG00000108055.11	SMC3	SMC3	0.503	6.4	20.4	6e-04	0.0399	3.22	SMC3
chr16	4693562	4695859	2298	+	ENSG00000168101.15	NUDT16L1	NUDT16L1	-0.689	4.17	20.4	0.000608	0.0399	3.22	NUDT16L1
chr1	43974487	43978295	3809	+	ENSG00000117410.14	ATP6V0B	ATP6V0B	-0.848	7.32	20.3	0.000612	0.0399	3.21	ATP6V0B
chr19	57487711	57496098	8388	+	ENSG00000105136.22	ZNF419	ZNF419	-0.706	3.16	20.3	0.000613	0.0399	3.21	ZNF419
chr7	192571	260772	68202	+	ENSG00000177706.9	FAM20C	FAM20C	-1.05	7.25	20.3	0.000616	0.0399	3.21	FAM20C
chr10	97677424	97687241	9818	-	ENSG00000119986.7	AVPI1	AVPI1	-1.24	1.35	20.3	0.000619	0.0399	3.21	AVPI1
chr2	230165186	230225729	60544	-	ENSG00000135899.20	SP110	SP110	0.661	6.2	20.2	0.000623	0.0399	3.21	SP110
chr15	42412823	42491141	78319	-	ENSG00000103994.18	ZNF106	ZNF106	0.8	8.24	20.2	0.000625	0.0399	3.2	ZNF106
chr19	3585478	3593541	8064	+	ENSG00000179855.9	GIPC3	GIPC3	1.72	1.67	20.2	0.000625	0.0399	3.2	GIPC3
chr9	127885321	127905408	20088	-	ENSG00000160408.16	ST6GALNAC6	ST6GALNAC6	-0.455	5.64	20.2	0.000626	0.0399	3.2	ST6GALNAC6
chr2	55287842	55419895	132054	-	ENSG00000115355.18	CCDC88A	CCDC88A	0.665	8.63	20.2	0.00063	0.0399	3.2	CCDC88A
chr14	20343615	20357904	14290	+	ENSG00000129484.14	PARP2	PARP2	0.74	4.18	20.1	0.000635	0.0401	3.2	PARP2
chr11	6390440	6394998	4559	+	ENSG00000166311.10	SMPD1	SMPD1	-0.961	4.37	20.1	0.000643	0.0401	3.19	SMPD1
chr9	129175552	129178261	2710	-	ENSG00000188483.8	IER5L	IER5L	-0.923	5.02	20.1	0.000647	0.0401	3.19	IER5L
chr16	77007	85851	8845	+	ENSG00000103152.12	MPG	MPG	-0.529	4.62	20	0.00065	0.0401	3.19	MPG
chr19	58561931	58573575	11645	-	ENSG00000099326.9	MZF1	MZF1	-0.62	3.98	20	0.000651	0.0401	3.19	MZF1
chr2	96536743	96552634	15892	+	ENSG00000196843.17	ARID5A	ARID5A	-0.646	7.09	20	0.000652	0.0401	3.19	ARID5A
chr8	33547754	33567128	19375	-	ENSG00000133874.2	RNF122	RNF122	-0.871	2.53	20	0.000659	0.0401	3.18	RNF122
chr1	52404602	52420836	16235	+	ENSG00000134748.13	PRPF38A	PRPF38A	0.374	5.59	20	0.000659	0.0401	3.18	PRPF38A
chr19	42198598	42220140	21543	-	ENSG00000160570.14	DEDD2	DEDD2	-0.593	5.02	20	0.00066	0.0401	3.18	DEDD2
chr7	150824627	150861504	36878	+	ENSG00000002726.21	AOC1	AOC1	-1.21	4.04	19.9	0.000663	0.0401	3.18	AOC1
chr6	110874770	110898879	24110	+	ENSG00000123505.19	AMD1	AMD1	0.477	7.04	19.9	0.00067	0.0402	3.17	AMD1
chr14	91457508	91510554	53047	-	ENSG00000100796.18	PPP4R3A	PPP4R3A	0.426	6.87	19.9	0.000671	0.0402	3.17	PPP4R3A
chr1	245749342	246507312	757971	-	ENSG00000185420.19	SMYD3	SMYD3	-1.08	4.68	19.8	0.000684	0.0406	3.16	SMYD3
chr10	132207492	132331847	124356	-	ENSG00000165752.17	STK32C	STK32C	-1.29	3.56	19.8	0.000687	0.0406	3.16	STK32C
chr2	71130310	71150101	19792	+	ENSG00000124383.11	MPHOSPH10	MPHOSPH10	0.502	5.18	19.7	0.000688	0.0406	3.16	MPHOSPH10
chr8	100916523	100953388	36866	-	ENSG00000164924.18	YWHAZ	YWHAZ	0.483	8.44	19.7	0.00069	0.0406	3.16	YWHAZ
chr12	47661249	47706030	44782	-	ENSG00000005175.10	RPAP3	RPAP3	0.657	4.99	19.6	0.000707	0.0406	3.15	RPAP3
chr7	29920104	29990289	70186	-	ENSG00000136193.17	SCRN1	SCRN1	0.553	7.32	19.6	0.000707	0.0406	3.15	SCRN1
chr7	151341772	151378449	36678	+	ENSG00000013374.17	NUB1	NUB1	0.631	6.19	19.6	0.000711	0.0406	3.15	NUB1
chr19	10133342	10231286	97945	-	ENSG00000130816.17	DNMT1	DNMT1	0.918	7.58	19.6	0.000712	0.0406	3.15	DNMT1
chr14	91232532	91253925	21394	-	ENSG00000119714.11	GPR68	GPR68	-1.22	4.34	19.6	0.000716	0.0406	3.15	GPR68
chr5	50396192	50443248	47057	-	ENSG00000170571.12	EMB	EMB	1.37	3.39	19.5	0.000717	0.0406	3.14	EMB
chr14	102317377	102342702	25326	+	ENSG00000022976.16	ZNF839	ZNF839	-0.712	3.78	19.5	0.000718	0.0406	3.14	ZNF839
chr1	156668763	156677407	8645	-	ENSG00000132688.11	NES	NES	2.12	-0.716	19.5	0.000723	0.0406	3.14	NES
chr3	52495338	52524495	29158	+	ENSG00000010327.10	STAB1	STAB1	-1.16	10.8	19.5	0.000726	0.0406	3.14	STAB1
chr17	31303770	31314105	10336	-	ENSG00000185862.7	EVI2B	EVI2B	0.593	8.57	19.5	0.000727	0.0406	3.14	EVI2B
chr6	31530219	31546608	16390	-	ENSG00000254870.5	ATP6V1G2-DDX39B	ATP6V1G2-DDX39B	1.16	4.77	19.4	0.000736	0.0406	3.13	ATP6V1G2-DDX39B
chr19	17292131	17310236	18106	-	ENSG00000127220.6	ABHD8	ABHD8	-0.76	4.79	19.4	0.000741	0.0406	3.13	ABHD8
chr9	137551879	137552555	677	+	ENSG00000182154.8	MRPL41	MRPL41	-1.13	3.94	19.4	0.000746	0.0406	3.13	MRPL41
chr19	47332175	47347329	15155	+	ENSG00000134830.6	C5AR2	C5AR2	-0.767	5.63	19.4	0.000747	0.0406	3.13	C5AR2
chr10	84328586	84518521	189936	+	ENSG00000107771.17	CCSER2	CCSER2	0.853	5.7	19.3	0.000748	0.0406	3.13	CCSER2
chr1	11919591	11926428	6838	-	ENSG00000116685.16	KIAA2013	KIAA2013	-0.422	6.32	19.3	0.000748	0.0406	3.13	KIAA2013
chr6	7541617	7586714	45098	+	ENSG00000096696.15	DSP	DSP	2.16	-0.0336	19.3	0.000749	0.0406	3.13	DSP
chr2	152651593	152718012	66420	-	ENSG00000196504.21	PRPF40A	PRPF40A	0.566	7.19	19.3	0.000758	0.0406	3.12	PRPF40A
chr20	3046052	3048250	2199	+	ENSG00000125901.6	MRPS26	MRPS26	-0.662	3.83	19.3	0.000759	0.0406	3.12	MRPS26
chr6	16238587	16295549	56963	+	ENSG00000137198.10	GMPR	GMPR	0.714	2.32	19.3	0.00076	0.0406	3.12	GMPR
chr6	41158506	41163186	4681	-	ENSG00000095970.17	TREM2	TREM2	-0.941	8.25	19.2	0.000763	0.0406	3.12	TREM2
chr17	37609739	37643446	33708	-	ENSG00000278053.5	DDX52	DDX52	0.474	5.42	19.3	0.000763	0.0406	3.12	DDX52
chrX	151953124	151974680	21557	-	ENSG00000102287.19	GABRE	GABRE	-1.54	3.69	19.2	0.000765	0.0406	3.12	GABRE
chr15	73978926	73994622	15697	-	ENSG00000067221.14	STOML1	STOML1	-0.884	2.31	19.2	0.000768	0.0406	3.11	STOML1
chr9	121074660	121177729	103070	+	ENSG00000119397.19	CNTRL	CNTRL	0.608	6.81	19.2	0.000769	0.0406	3.11	CNTRL
chr12	113098819	113136239	37421	-	ENSG00000111344.12	RASAL1	RASAL1	-1.96	4.78	19.2	0.000771	0.0406	3.11	RASAL1
chr14	99481169	99535044	53876	+	ENSG00000090061.17	CCNK	CCNK	0.462	5.84	19.2	0.000774	0.0406	3.11	CCNK
chr13	113820549	113864076	43528	-	ENSG00000183087.15	GAS6	GAS6	-1.5	4.09	19.2	0.000774	0.0406	3.11	GAS6
chr14	37197894	37579125	381232	+	ENSG00000151338.21	MIPOL1	MIPOL1	0.808	4.9	19.1	0.000784	0.0409	3.11	MIPOL1
chr14	104681146	104722535	41390	+	ENSG00000203485.14	INF2	INF2	-0.914	5.67	19.1	0.000787	0.0409	3.1	INF2
chr16	3651639	3717553	65915	-	ENSG00000126602.11	TRAP1	TRAP1	0.567	5.27	19.1	0.000795	0.0409	3.1	TRAP1
chr19	48630030	48637379	7350	-	ENSG00000105516.11	DBP	DBP	-0.653	3.9	19	0.000796	0.0409	3.1	DBP
chr5	100535374	100586741	51368	+	ENSG00000174132.9	FAM174A	FAM174A	-0.786	2.8	19	0.000796	0.0409	3.1	FAM174A
chr20	5114953	5126626	11674	-	ENSG00000132646.11	PCNA	PCNA	0.691	6.17	19	0.000798	0.0409	3.1	PCNA
chr4	86594315	86815171	220857	+	ENSG00000163629.13	PTPN13	PTPN13	0.69	4.97	19	0.000812	0.0413	3.09	PTPN13
chr12	6870935	6889358	18424	-	ENSG00000111671.10	SPSB2	SPSB2	-0.697	3.46	18.9	0.000817	0.0413	3.09	SPSB2
chr14	21209136	21269494	60359	-	ENSG00000092199.19	HNRNPC	HNRNPC	0.512	9.05	18.9	0.00082	0.0413	3.09	HNRNPC
chr5	146447311	146511961	64651	+	ENSG00000113649.13	TCERG1	TCERG1	0.384	6.38	18.9	0.000821	0.0413	3.09	TCERG1
chr13	110615545	110639996	24452	+	ENSG00000213995.12	NAXD	NAXD	-0.486	5.22	18.9	0.000828	0.0413	3.08	NAXD
chr19	41219223	41261766	42544	+	ENSG00000167601.12	AXL	AXL	-0.498	9.15	18.8	0.000832	0.0413	3.08	AXL
chr11	128458761	128587558	128798	-	ENSG00000134954.14	ETS1	ETS1	0.697	2.97	18.8	0.000835	0.0413	3.08	ETS1
chr2	224765090	225042468	277379	-	ENSG00000135905.21	DOCK10	DOCK10	0.51	8.87	18.8	0.000835	0.0413	3.08	DOCK10
chr20	33657087	33674463	17377	-	ENSG00000125967.17	NECAB3	NECAB3	-0.755	3.45	18.8	0.000836	0.0413	3.08	NECAB3
chr21	45073853	45226560	152708	+	ENSG00000197381.18	ADARB1	ADARB1	-1.21	3.16	18.8	0.000837	0.0413	3.08	ADARB1
chr10	102065349	102068036	2688	+	ENSG00000166189.8	HPS6	HPS6	-0.551	4.74	18.8	0.00084	0.0413	3.08	HPS6
chr3	169773396	169789716	16321	+	ENSG00000085274.16	MYNN	MYNN	0.407	4.28	18.7	0.000849	0.0414	3.07	MYNN
chr3	108549864	108589644	39781	-	ENSG00000163507.15	CIP2A	CIP2A	0.945	4.02	18.7	0.000849	0.0414	3.07	CIP2A
chr2	71276561	71435069	158509	+	ENSG00000075292.19	ZNF638	ZNF638	0.481	6.91	18.7	0.000852	0.0414	3.07	ZNF638
chr12	6821624	6829972	8349	+	ENSG00000250510.8	GPR162	GPR162	-0.735	3.28	18.7	0.000853	0.0414	3.07	GPR162
chr19	45883608	45886141	2534	-	ENSG00000170604.5	IRF2BP1	IRF2BP1	-0.618	3.89	18.7	0.00086	0.0416	3.07	IRF2BP1
chr15	90229975	90234047	4073	-	ENSG00000185043.13	CIB1	CIB1	-0.42	5.5	18.6	0.000871	0.0418	3.06	CIB1
chr10	27154824	27187953	33130	+	ENSG00000120539.15	MASTL	MASTL	0.925	3.77	18.6	0.000872	0.0418	3.06	MASTL
chr5	175917873	176034680	116808	-	ENSG00000051596.10	THOC3	THOC3	0.511	5.05	18.6	0.000874	0.0418	3.06	THOC3
chr1	226548764	226609230	60467	+	ENSG00000203685.11	STUM	STUM	-2.56	-0.695	18.5	0.000894	0.0423	3.05	STUM
chr3	185190624	185281990	91367	-	ENSG00000113790.11	EHHADH	EHHADH	0.726	2.35	18.5	0.000896	0.0423	3.05	EHHADH
chr12	49002274	49024075	21802	-	ENSG00000288710.1	NA	NA	0.57	5.09	18.5	0.000897	0.0423	3.05	ENSG00000288710.1
chr19	51345169	51366388	21220	-	ENSG00000105379.10	ETFB	ETFB	-0.41	5.41	18.5	0.000898	0.0423	3.05	ETFB
chr3	49357174	49358605	1432	-	ENSG00000233276.9	GPX1	GPX1	-0.709	9.62	18.4	0.000908	0.0426	3.04	GPX1
chr9	26947039	27066134	119096	+	ENSG00000096872.17	IFT74	IFT74	0.679	3.55	18.4	0.000912	0.0426	3.04	IFT74
chr14	96501433	96567116	65684	+	ENSG00000090060.19	PAPOLA	PAPOLA	0.457	7.99	18.4	0.000914	0.0426	3.04	PAPOLA
chr9	93121496	93134251	12756	-	ENSG00000131669.10	NINJ1	NINJ1	-0.921	7.94	18.4	0.000921	0.0428	3.04	NINJ1
chrX	85861180	86047561	186382	-	ENSG00000188419.14	CHM	CHM	0.363	5.52	18.3	0.000926	0.0429	3.03	CHM
chr6	52264014	52284881	20868	-	ENSG00000112118.20	MCM3	MCM3	0.999	6.18	18.3	0.000928	0.0429	3.03	MCM3
chr3	184186095	184194012	7918	+	ENSG00000161204.12	ABCF3	ABCF3	-0.491	5.45	18.3	0.000932	0.0429	3.03	ABCF3
chr1	45583846	45618904	35059	+	ENSG00000132780.17	NASP	NASP	0.529	6.62	18.2	0.000944	0.043	3.02	NASP
chr8	30578318	30658236	79919	-	ENSG00000197265.9	GTF2E2	GTF2E2	0.635	4.44	18.2	0.000945	0.043	3.02	GTF2E2
chr17	81918270	81927735	9466	-	ENSG00000197063.11	MAFG	MAFG	-0.688	6.34	18.2	0.000946	0.043	3.02	MAFG
chr14	100291116	100306547	15432	-	ENSG00000197119.13	SLC25A29	SLC25A29	-0.826	5.48	18.2	0.000947	0.043	3.02	SLC25A29
chr2	231453531	231483641	30111	-	ENSG00000115053.17	NCL	NCL	0.556	9.37	18.1	0.000966	0.0436	3.02	NCL
chr11	117986370	118003037	16668	+	ENSG00000110324.12	IL10RA	IL10RA	-0.466	7.65	18.1	0.000967	0.0436	3.01	IL10RA
chr1	150265399	150269580	4182	-	ENSG00000117362.13	APH1A	APH1A	-0.609	7.72	18.1	0.000972	0.0436	3.01	APH1A
chr2	237627587	237813682	186096	+	ENSG00000124831.20	LRRFIP1	LRRFIP1	0.591	7.82	18.1	0.000973	0.0436	3.01	LRRFIP1
chr3	122527924	122564577	36654	-	ENSG00000138496.17	PARP9	PARP9	0.446	5.86	18	0.000987	0.0438	3.01	PARP9
chr16	57358783	57366189	7407	+	ENSG00000102962.5	CCL22	CCL22	-0.9	3.83	18	0.000993	0.0438	3	CCL22
chrX	24693873	24996986	303114	+	ENSG00000101868.13	POLA1	POLA1	0.788	4.63	18	0.000994	0.0438	3	POLA1
chr7	26201162	26213607	12446	+	ENSG00000122565.19	CBX3	CBX3	0.444	7.03	18	0.000995	0.0438	3	CBX3
chr3	186789880	186807058	17179	-	ENSG00000163918.12	RFC4	RFC4	0.685	3.68	18	0.001	0.0438	3	RFC4
chr11	18069935	18106087	36153	-	ENSG00000166788.10	SAAL1	SAAL1	0.492	3.76	18	0.001	0.0438	3	SAAL1
chr8	47736913	47738164	1252	-	ENSG00000221869.5	CEBPD	CEBPD	-1.4	5.07	18	0.001	0.0438	3	CEBPD
chr5	31400494	31532196	131703	-	ENSG00000113360.17	DROSHA	DROSHA	0.58	5.83	17.9	0.00101	0.0438	3	DROSHA
chr1	203305491	203309602	4112	+	ENSG00000159388.6	BTG2	BTG2	-0.984	9	17.9	0.00101	0.0438	3	BTG2
chr8	133454848	133571940	117093	-	ENSG00000008513.16	ST3GAL1	ST3GAL1	-0.899	5.58	17.9	0.00102	0.0439	2.99	ST3GAL1
chrX	153724856	153744755	19900	+	ENSG00000101986.12	ABCD1	ABCD1	-1.09	4.85	17.9	0.00102	0.0439	2.99	ABCD1
chr19	1852399	1863579	11181	-	ENSG00000129911.9	KLF16	KLF16	-0.824	5.55	17.9	0.00102	0.0439	2.99	KLF16
chr1	241847967	241895148	47182	+	ENSG00000174371.17	EXO1	EXO1	1.51	2.55	17.9	0.00102	0.0439	2.99	EXO1
chr5	34929559	34958964	29406	+	ENSG00000168724.18	DNAJC21	DNAJC21	0.634	5.61	17.8	0.00103	0.044	2.99	DNAJC21
chr1	10430433	10442808	12376	+	ENSG00000175279.22	CENPS	CENPS	0.834	1.81	17.8	0.00103	0.044	2.99	CENPS
chr6	149658153	149718105	59953	-	ENSG00000131023.13	LATS1	LATS1	0.657	5.68	17.8	0.00104	0.044	2.98	LATS1
chr13	49495610	49528981	33372	+	ENSG00000136147.18	PHF11	PHF11	0.526	4.34	17.8	0.00104	0.044	2.98	PHF11
chr1	23084030	23177808	93779	-	ENSG00000169641.15	LUZP1	LUZP1	0.517	6.53	17.8	0.00104	0.044	2.98	LUZP1
chr1	12166991	12209228	42238	+	ENSG00000028137.19	TNFRSF1B	TNFRSF1B	-0.517	8.14	17.7	0.00105	0.0442	2.98	TNFRSF1B
chr5	146110566	146182696	72131	-	ENSG00000133706.19	LARS1	LARS1	0.394	6.76	17.8	0.00105	0.044	2.98	LARS1
chr5	74766991	74780113	13123	+	ENSG00000164346.10	NSA2	NSA2	0.44	6.2	17.7	0.00106	0.0442	2.98	NSA2
chr17	44186970	44191929	4960	+	ENSG00000168591.16	TMUB2	TMUB2	-0.5	5.64	17.7	0.00106	0.0443	2.97	TMUB2
chr19	2230084	2237704	7621	-	ENSG00000104886.12	PLEKHJ1	PLEKHJ1	-0.605	4.9	17.6	0.00107	0.0445	2.97	PLEKHJ1
chr17	799310	979776	180467	-	ENSG00000167693.17	NXN	NXN	-0.473	5.12	17.7	0.00107	0.0445	2.97	NXN
chr18	80109262	80147523	38262	+	ENSG00000101544.9	ADNP2	ADNP2	0.955	4.93	17.6	0.00108	0.0445	2.97	ADNP2
chr10	68331174	68343193	12020	+	ENSG00000096746.18	HNRNPH3	HNRNPH3	0.443	7	17.6	0.0011	0.0446	2.96	HNRNPH3
chr11	47214465	47239217	24753	+	ENSG00000134574.12	DDB2	DDB2	0.599	4.57	17.5	0.0011	0.0446	2.96	DDB2
chrX	69616067	70039472	423406	+	ENSG00000158813.18	EDA	EDA	-1.11	2.15	17.6	0.0011	0.0446	2.96	EDA
chr1	155169408	155173475	4068	-	ENSG00000163463.13	KRTCAP2	KRTCAP2	-0.669	4.98	17.5	0.0011	0.0446	2.96	KRTCAP2
chr12	96489571	96875555	385985	+	ENSG00000188596.11	CFAP54	CFAP54	0.835	4.35	17.5	0.0011	0.0446	2.96	CFAP54
chr14	49570984	49599164	28181	-	ENSG00000213741.11	RPS29	RPS29	0.869	7.25	17.5	0.0011	0.0446	2.96	RPS29
chr14	67533290	67589612	56323	+	ENSG00000054690.14	PLEKHH1	PLEKHH1	1.35	3.13	17.5	0.00111	0.0446	2.96	PLEKHH1
chr1	154155308	154194648	39341	-	ENSG00000143549.22	TPM3	TPM3	0.463	8.42	17.5	0.00111	0.0446	2.96	TPM3
chr4	24998847	25030946	32100	-	ENSG00000153012.12	LGI2	LGI2	-3.37	1.95	17.5	0.00111	0.0446	2.96	LGI2
chr6	100508194	100881372	373179	-	ENSG00000112249.14	ASCC3	ASCC3	0.753	6.17	17.4	0.00112	0.0448	2.95	ASCC3
chr12	49127782	49131397	3616	-	ENSG00000123416.15	TUBA1B	TUBA1B	0.492	10.1	17.5	0.00112	0.0448	2.95	TUBA1B
chr1	25861484	25875708	14225	-	ENSG00000182749.6	PAQR7	PAQR7	-0.658	4.91	17.4	0.00112	0.0448	2.95	PAQR7
chr5	140332843	140346603	13761	-	ENSG00000113070.8	HBEGF	HBEGF	-0.789	4.17	17.4	0.00113	0.0449	2.95	HBEGF
chr3	167683298	167734939	51642	-	ENSG00000114209.15	PDCD10	PDCD10	0.533	4.94	17.4	0.00113	0.0449	2.95	PDCD10
chr17	82217934	82261129	43196	+	ENSG00000141526.18	SLC16A3	SLC16A3	-0.663	8.67	17.4	0.00114	0.0449	2.94	SLC16A3
chr17	64039080	64130819	91740	-	ENSG00000178607.17	ERN1	ERN1	-0.366	6.03	17.4	0.00114	0.0449	2.94	ERN1
chr4	25160663	25279204	118542	+	ENSG00000038210.14	PI4K2B	PI4K2B	0.817	4.09	17.4	0.00115	0.0449	2.94	PI4K2B
chr2	169584342	169641406	57065	+	ENSG00000138398.17	PPIG	PPIG	0.506	6.91	17.3	0.00115	0.0449	2.94	PPIG
chr19	6372794	6375250	2457	+	ENSG00000125652.8	ALKBH7	ALKBH7	-1.17	4.57	17.3	0.00116	0.0449	2.93	ALKBH7
chr11	65116403	65117701	1299	-	ENSG00000174276.7	ZNHIT2	ZNHIT2	-0.941	2.18	17.3	0.00116	0.0449	2.94	ZNHIT2
chr12	122271432	122422669	151238	-	ENSG00000130779.22	CLIP1	CLIP1	0.543	6.5	17.3	0.00117	0.0449	2.93	CLIP1
chr11	118193725	118225094	31370	-	ENSG00000160593.19	JAML	JAML	-1.96	4.85	17.3	0.00117	0.0449	2.93	JAML
chr19	4360370	4400547	40178	-	ENSG00000141985.9	SH3GL1	SH3GL1	-0.509	6.36	17.2	0.00118	0.0449	2.93	SH3GL1
chr10	75397830	75401764	3935	-	ENSG00000165655.17	ZNF503	ZNF503	-0.638	3.31	17.2	0.00118	0.0449	2.93	ZNF503
chr19	40798996	40808434	9439	+	ENSG00000269858.6	EGLN2	EGLN2	-0.483	6.22	17.2	0.00118	0.0449	2.93	EGLN2
chr8	17922842	18029948	107107	+	ENSG00000078674.20	PCM1	PCM1	0.437	7.85	17.2	0.00119	0.0449	2.92	PCM1
chr8	119833976	119855894	21919	-	ENSG00000136982.6	DSCC1	DSCC1	1.21	1.25	17.2	0.00119	0.0449	2.93	DSCC1
chr19	4542593	4581776	39184	-	ENSG00000167680.17	SEMA6B	SEMA6B	-1.33	4.83	17.2	0.00119	0.0449	2.92	SEMA6B
chr17	81035122	81117434	82313	+	ENSG00000175866.16	BAIAP2	BAIAP2	-0.575	5.87	17.2	0.00119	0.0449	2.92	BAIAP2
chr11	63974620	63976543	1924	+	ENSG00000176340.4	COX8A	COX8A	-0.564	6.26	17.2	0.00119	0.0449	2.92	COX8A
chr11	57741491	57743554	2064	+	ENSG00000211450.11	SELENOH	SELENOH	-0.576	6.09	17.2	0.00119	0.0449	2.92	SELENOH
chr16	425649	523011	97363	+	ENSG00000090565.17	RAB11FIP3	RAB11FIP3	-0.529	4.42	17.2	0.0012	0.0449	2.92	RAB11FIP3
chr14	96039362	96093971	54610	+	ENSG00000227051.7	C14orf132	C14orf132	1.23	1.47	17.2	0.0012	0.0449	2.92	C14orf132
chr12	990509	1495933	505425	+	ENSG00000082805.21	ERC1	ERC1	0.95	6.06	17.1	0.00121	0.0451	2.92	ERC1
chr7	55887456	55942530	55075	+	ENSG00000178665.16	ZNF713	ZNF713	0.534	2.76	17.1	0.00121	0.0451	2.92	ZNF713
chr22	23856703	23886312	29610	+	ENSG00000133460.20	SLC2A11	SLC2A11	-0.76	3.95	17.1	0.00122	0.0453	2.91	SLC2A11
chr19	507497	519654	12158	+	ENSG00000141933.9	TPGS1	TPGS1	-1.23	2.49	17.1	0.00122	0.0451	2.92	TPGS1
chr15	78810487	78898139	87653	+	ENSG00000185787.15	MORF4L1	MORF4L1	0.598	7.77	17.1	0.00122	0.0451	2.92	MORF4L1
chr16	30075978	30085376	9399	+	ENSG00000149923.14	PPP4C	PPP4C	-0.426	6.28	17	0.00123	0.0453	2.91	PPP4C
chr19	4639516	4655568	16053	+	ENSG00000185361.9	TNFAIP8L1	TNFAIP8L1	-0.459	7.13	17	0.00123	0.0453	2.91	TNFAIP8L1
chr16	30553764	30558374	4611	-	ENSG00000169951.10	ZNF764	ZNF764	-0.459	3.85	17	0.00125	0.0456	2.9	ZNF764
chr6	30489509	30494194	4686	+	ENSG00000204592.9	HLA-E	HLA-E	-0.384	8.91	17	0.00125	0.0456	2.9	HLA-E
chr2	54723499	54972025	248527	+	ENSG00000214595.13	EML6	EML6	-1.31	2.33	17	0.00125	0.0457	2.9	EML6
chr12	95473520	95515839	42320	+	ENSG00000111142.14	METAP2	METAP2	0.494	6.31	16.9	0.00126	0.0457	2.9	METAP2
chrX	136497079	136512346	15268	+	ENSG00000102241.12	HTATSF1	HTATSF1	0.465	5.81	16.9	0.00127	0.0457	2.9	HTATSF1
chr13	72727749	72756198	28450	+	ENSG00000136122.18	BORA	BORA	0.616	3.74	16.9	0.00127	0.0457	2.9	BORA
chr10	88819896	88851844	31949	-	ENSG00000152766.6	ANKRD22	ANKRD22	1.3	1.5	16.9	0.00127	0.0457	2.9	ANKRD22
chr2	151832771	152099167	266397	-	ENSG00000182389.20	CACNB4	CACNB4	-1.02	2.35	16.9	0.00127	0.0457	2.9	CACNB4
chr20	35278907	35284985	6079	-	ENSG00000242372.9	EIF6	EIF6	-0.469	5.87	16.9	0.00127	0.0457	2.9	EIF6
chr3	32391698	32483067	91370	+	ENSG00000153551.14	CMTM7	CMTM7	-0.524	5.56	16.8	0.00128	0.0457	2.89	CMTM7
chr16	88643275	88651083	7809	-	ENSG00000051523.12	CYBA	CYBA	-0.699	8.64	16.8	0.00129	0.0457	2.89	CYBA
chr15	43826980	43868412	41433	+	ENSG00000092470.12	WDR76	WDR76	1.4	3.71	16.8	0.00129	0.0457	2.89	WDR76
chr19	9853718	9936515	82798	-	ENSG00000105088.9	OLFM2	OLFM2	-1.85	1.52	16.8	0.00129	0.0457	2.89	OLFM2
chr2	151270470	151289894	19425	-	ENSG00000123609.11	NMI	NMI	0.986	4.98	16.8	0.00129	0.0457	2.89	NMI
chr17	39921041	39927601	6561	-	ENSG00000172057.10	ORMDL3	ORMDL3	-1.04	4.69	16.8	0.0013	0.046	2.89	ORMDL3
chr6	152970519	152983579	13061	-	ENSG00000112029.10	FBXO5	FBXO5	0.85	3.85	16.8	0.00131	0.046	2.88	FBXO5
chr3	150546678	150586016	39339	+	ENSG00000144895.12	EIF2A	EIF2A	0.416	6.49	16.8	0.00131	0.046	2.88	EIF2A
chr19	1275530	1279244	3715	+	ENSG00000228300.14	FAM174C	FAM174C	-0.758	4.42	16.8	0.00131	0.046	2.88	FAM174C
chr16	1351931	1365737	13807	+	ENSG00000090581.11	GNPTG	GNPTG	-0.762	6.17	16.7	0.00132	0.0461	2.88	GNPTG
chr8	47960185	47978160	17976	+	ENSG00000104738.19	MCM4	MCM4	1.26	5.77	16.7	0.00132	0.0461	2.88	MCM4
