seqnames	start	end	width	strand	gene_id	SYMBOL	gene_name	logFC	logCPM	F	PValue	FDR	mlog10PValue	simple_gene_name
chr14	75578620	75663214	84595	+	ENSG00000119686.10	FLVCR2	FLVCR2	-1.58	2.94	17.9	0.00101	0.0701	2.99	FLVCR2
chr19	2511219	2702694	191476	-	ENSG00000176533.13	GNG7	GNG7	-1.18	5.05	17.9	0.00101	0.0701	3	GNG7
chr1	245749342	246507312	757971	-	ENSG00000185420.19	SMYD3	SMYD3	-1.02	4.68	17.9	0.00101	0.0701	2.99	SMYD3
chr1	22025142	22092943	67802	+	ENSG00000289694.1	NA	NA	-5.44	5.88	17.9	0.00102	0.0703	2.99	ENSG00000289694.1
chr19	44905791	44909393	3603	+	ENSG00000130203.10	APOE	APOE	-1.74	10.9	17.8	0.00104	0.0708	2.98	APOE
chr3	122527924	122564577	36654	-	ENSG00000138496.17	PARP9	PARP9	0.442	5.86	17.8	0.00104	0.0708	2.98	PARP9
chr18	12446512	12658107	211596	-	ENSG00000134278.16	SPIRE1	SPIRE1	-0.763	5.6	17.7	0.00106	0.0715	2.98	SPIRE1
chr19	56538948	56556808	17861	+	ENSG00000196867.8	ZFP28	ZFP28	-8.33	0.439	19.6	0.00106	0.0715	2.98	ZFP28
chr21	25639258	25717562	78305	+	ENSG00000154721.15	JAM2	JAM2	-1.25	3.39	17.6	0.00109	0.0731	2.96	JAM2
chr4	84668765	84966690	297926	-	ENSG00000163625.17	WDFY3	WDFY3	0.702	7.35	17.5	0.0011	0.0736	2.96	WDFY3
chr17	7661779	7687538	25760	-	ENSG00000141510.18	TP53	TP53	0.68	6.26	17.5	0.00112	0.0744	2.95	TP53
chr17	3802158	3846246	44089	-	ENSG00000074356.17	NCBP3	NCBP3	0.897	6.21	17.4	0.00113	0.0745	2.95	NCBP3
chr4	156760454	156971799	211346	-	ENSG00000145431.11	PDGFC	PDGFC	-1.3	4.06	17.4	0.00113	0.0745	2.95	PDGFC
chr4	76158737	76234536	75800	-	ENSG00000138760.11	SCARB2	SCARB2	-0.686	7.17	17.4	0.00114	0.0745	2.94	SCARB2
chr3	15667236	15859771	192536	-	ENSG00000206560.12	ANKRD28	ANKRD28	-0.884	3.96	17.4	0.00114	0.0745	2.94	ANKRD28
chr2	74557883	74648338	90456	-	ENSG00000159374.18	M1AP	M1AP	-1.56	2.08	17.3	0.00115	0.0748	2.94	M1AP
chr5	151029945	151093577	63633	-	ENSG00000145901.16	TNIP1	TNIP1	0.534	7.73	17.3	0.00117	0.0755	2.93	TNIP1
chr5	81412804	81751797	338994	-	ENSG00000145687.17	SSBP2	SSBP2	-0.749	3.46	17.2	0.00118	0.0756	2.93	SSBP2
chr8	33547754	33567128	19375	-	ENSG00000133874.2	RNF122	RNF122	-0.805	2.53	17.2	0.00119	0.0759	2.93	RNF122
chr2	127418427	127429242	10816	+	ENSG00000115718.18	PROC	PROC	-1.38	3.05	17.1	0.0012	0.0759	2.92	PROC
chr17	50271406	50281485	10080	+	ENSG00000167105.8	TMEM92	TMEM92	1.54	1.34	17.1	0.0012	0.0759	2.92	TMEM92
chr2	119429901	119438504	8604	+	ENSG00000171227.7	TMEM37	TMEM37	-1.96	4.12	17.1	0.00121	0.0759	2.92	TMEM37
chr18	10666483	11149569	483087	-	ENSG00000154864.14	PIEZO2	PIEZO2	-1.44	1.14	17.1	0.00122	0.0759	2.91	PIEZO2
chr4	158769026	158908050	139025	+	ENSG00000052795.13	FNIP2	FNIP2	-0.882	6.58	17	0.00123	0.0759	2.91	FNIP2
chr17	6755447	6775647	20201	+	ENSG00000132530.17	XAF1	XAF1	0.965	5.42	17.1	0.00123	0.0759	2.91	XAF1
chr3	45082277	45146422	64146	-	ENSG00000163814.8	CDCP1	CDCP1	-1.27	2.91	17	0.00123	0.0759	2.91	CDCP1
chr11	124115404	124147721	32318	+	ENSG00000110002.16	VWA5A	VWA5A	-1.19	5.09	17	0.00124	0.0759	2.91	VWA5A
chr12	49127782	49131397	3616	-	ENSG00000123416.15	TUBA1B	TUBA1B	0.486	10.1	17	0.00124	0.0759	2.91	TUBA1B
chr10	95711779	95877266	165488	+	ENSG00000138185.20	ENTPD1	ENTPD1	-0.337	8.17	17	0.00124	0.0759	2.9	ENTPD1
chr1	182789293	182830384	41092	+	ENSG00000135838.14	NPL	NPL	-1.47	7.07	17	0.00125	0.0759	2.9	NPL
chr17	76527356	76551175	23820	-	ENSG00000161544.10	CYGB	CYGB	-1.63	2.58	16.9	0.00125	0.0759	2.9	CYGB
chr12	76025447	76031776	6330	-	ENSG00000139289.15	PHLDA1	PHLDA1	-1.48	4.25	16.9	0.00127	0.0765	2.9	PHLDA1
chr1	212726153	212791782	65630	-	ENSG00000117697.15	NSL1	NSL1	0.357	5.34	16.9	0.00128	0.0766	2.89	NSL1
chr1	244454377	244641177	186801	+	ENSG00000179397.18	CATSPERE	CATSPERE	-1.44	-0.137	16.8	0.00129	0.077	2.89	CATSPERE
chr2	26457203	26558756	101554	-	ENSG00000115155.19	OTOF	OTOF	1.79	-0.0796	16.8	0.00131	0.0777	2.88	OTOF
chr3	127689062	128052190	363129	-	ENSG00000074416.16	MGLL	MGLL	-1.57	6.11	16.7	0.00133	0.0777	2.88	MGLL
chr2	47695530	47810063	114534	+	ENSG00000116062.19	MSH6	MSH6	0.501	5.55	16.7	0.00133	0.0777	2.88	MSH6
chr19	9751993	9793180	41188	-	ENSG00000196605.7	ZNF846	ZNF846	-0.604	4.09	16.7	0.00133	0.0777	2.88	ZNF846
chr6	146543833	146554953	11121	+	ENSG00000118508.5	RAB32	RAB32	-0.561	7.28	16.7	0.00134	0.0777	2.87	RAB32
chr7	6161776	6272644	110869	-	ENSG00000008256.16	CYTH3	CYTH3	-0.562	6.96	16.6	0.00135	0.0777	2.87	CYTH3
chr1	109910242	109930992	20751	+	ENSG00000184371.14	CSF1	CSF1	-1.66	5.44	16.6	0.00135	0.0777	2.87	CSF1
chr19	57389850	57402992	13143	+	ENSG00000188785.12	ZNF548	ZNF548	-0.726	3.92	16.6	0.00135	0.0777	2.87	ZNF548
chr3	133824235	133895882	71648	-	ENSG00000154917.11	RAB6B	RAB6B	-1.61	2.8	16.6	0.00136	0.0779	2.87	RAB6B
chr4	1982717	2041903	59187	-	ENSG00000185049.16	NELFA	NELFA	0.384	4.56	16.5	0.00138	0.0786	2.86	NELFA
chr22	50767501	50783667	16167	-	ENSG00000079974.19	RABL2B	RABL2B	-0.688	5.4	16.5	0.00139	0.0793	2.86	RABL2B
chr17	40309180	40357643	48464	+	ENSG00000131759.18	RARA	RARA	-0.638	4.3	16.4	0.00141	0.0796	2.85	RARA
chr4	85475150	86002668	527519	+	ENSG00000138639.18	ARHGAP24	ARHGAP24	-0.676	3.26	16.4	0.00141	0.0796	2.85	ARHGAP24
chr6	125119049	125264407	145359	+	ENSG00000111907.21	TPD52L1	TPD52L1	-1.79	-0.527	16.4	0.00142	0.0799	2.85	TPD52L1
chr19	42086110	42196585	110476	-	ENSG00000028277.22	POU2F2	POU2F2	0.569	7.78	16.4	0.00143	0.0799	2.85	POU2F2
chr15	79960892	79971196	10305	-	ENSG00000140379.9	BCL2A1	BCL2A1	-0.85	3.9	16.4	0.00143	0.0799	2.84	BCL2A1
chr9	129175552	129178261	2710	-	ENSG00000188483.8	IER5L	IER5L	-0.83	5.02	16.3	0.00144	0.08	2.84	IER5L
chr22	31281594	31292534	10941	-	ENSG00000100100.13	PIK3IP1	PIK3IP1	-0.844	4.9	16.3	0.00146	0.0807	2.84	PIK3IP1
chr10	97640671	97676434	35764	+	ENSG00000155252.14	PI4K2A	PI4K2A	-0.663	7	16.3	0.00147	0.081	2.83	PI4K2A
chr22	46576012	46679790	103779	+	ENSG00000075240.17	GRAMD4	GRAMD4	-0.572	7.19	16.2	0.00151	0.0823	2.82	GRAMD4
chr10	27154824	27187953	33130	+	ENSG00000120539.15	MASTL	MASTL	0.86	3.77	16.1	0.00152	0.0823	2.82	MASTL
chr1	226870184	226927726	57543	+	ENSG00000143801.18	PSEN2	PSEN2	-0.521	4.81	16.1	0.00153	0.0823	2.82	PSEN2
chr1	160205380	160215376	9997	+	ENSG00000162734.13	PEA15	PEA15	0.475	8.59	16.1	0.00153	0.0823	2.82	PEA15
chr1	220748225	220784815	36591	+	ENSG00000117791.16	MTARC2	MTARC2	-0.871	5.42	16	0.00154	0.0823	2.81	MTARC2
chr1	153981617	153986358	4742	-	ENSG00000143545.10	RAB13	RAB13	-1.04	4.94	16	0.00154	0.0823	2.81	RAB13
chr19	35443907	35451767	7861	+	ENSG00000126262.5	FFAR2	FFAR2	-1.37	1.73	16	0.00155	0.0823	2.81	FFAR2
chr3	16313574	16514026	200453	-	ENSG00000131378.14	RFTN1	RFTN1	-0.495	4.83	16	0.00155	0.0823	2.81	RFTN1
chr4	7758714	7939926	181213	-	ENSG00000196526.11	AFAP1	AFAP1	-1	2.41	16	0.00155	0.0823	2.81	AFAP1
chr1	245154985	245709432	554448	+	ENSG00000162849.16	KIF26B	KIF26B	-0.695	4.45	16	0.00156	0.0827	2.81	KIF26B
chr7	137227341	137343774	116434	-	ENSG00000105894.13	PTN	PTN	-2.03	-0.805	15.9	0.00158	0.0829	2.8	PTN
chr16	3953387	4116442	163056	-	ENSG00000162104.10	ADCY9	ADCY9	1.06	3.01	16	0.00158	0.0829	2.8	ADCY9
chr19	18374731	18389176	14446	+	ENSG00000130513.7	GDF15	GDF15	-3.09	0.487	15.9	0.00161	0.0843	2.79	GDF15
chr14	55124110	55145423	21314	+	ENSG00000131981.16	LGALS3	LGALS3	-1.88	6.68	15.8	0.00163	0.0843	2.79	LGALS3
chr19	10602457	10644557	42101	+	ENSG00000129353.15	SLC44A2	SLC44A2	-0.93	5.25	15.8	0.00164	0.0843	2.79	SLC44A2
chr22	50274979	50307646	32668	-	ENSG00000196576.16	PLXNB2	PLXNB2	0.781	8.53	15.8	0.00164	0.0843	2.79	PLXNB2
chr11	57645087	57649944	4858	-	ENSG00000166793.13	YPEL4	YPEL4	-2.22	1.77	15.7	0.00165	0.0843	2.78	YPEL4
chr14	61695513	61748259	52747	+	ENSG00000100644.17	HIF1A	HIF1A	0.334	7.68	15.7	0.00166	0.0843	2.78	HIF1A
chr11	61680391	61747001	66611	+	ENSG00000134780.10	DAGLA	DAGLA	-1.36	3.2	15.7	0.00166	0.0843	2.78	DAGLA
chr1	154469772	154502412	32641	-	ENSG00000169291.10	SHE	SHE	-1.01	2.37	15.7	0.00166	0.0843	2.78	SHE
chr12	123470054	123533719	63666	-	ENSG00000188026.13	RILPL1	RILPL1	-0.707	3.33	15.7	0.00167	0.0843	2.78	RILPL1
chr19	45488777	45502513	13737	+	ENSG00000213889.11	PPM1N	PPM1N	0.557	2.82	15.7	0.00167	0.0843	2.78	PPM1N
chr3	49171598	49176486	4889	+	ENSG00000185909.15	KLHDC8B	KLHDC8B	-1.53	5.49	15.7	0.00168	0.0843	2.77	KLHDC8B
chr19	3777970	3802129	24160	-	ENSG00000007264.15	MATK	MATK	-2.49	0.779	15.7	0.00169	0.0843	2.77	MATK
chr15	42359498	42412949	53452	+	ENSG00000092529.25	CAPN3	CAPN3	-0.523	5.73	15.7	0.00169	0.0843	2.77	CAPN3
chr17	40058290	40093867	35578	+	ENSG00000126351.13	THRA	THRA	-0.552	3.82	15.6	0.0017	0.0843	2.77	THRA
chr19	1941172	1981338	40167	+	ENSG00000133275.16	CSNK1G2	CSNK1G2	0.512	6.72	15.6	0.0017	0.0843	2.77	CSNK1G2
chr19	4639516	4655568	16053	+	ENSG00000185361.9	TNFAIP8L1	TNFAIP8L1	-0.439	7.13	15.6	0.00171	0.0845	2.77	TNFAIP8L1
chr6	32840717	32844679	3963	-	ENSG00000204264.12	PSMB8	PSMB8	0.523	5.27	15.6	0.00173	0.0851	2.76	PSMB8
chr14	57999735	58298139	298405	-	ENSG00000139971.15	ARMH4	ARMH4	-1.24	1.68	15.5	0.00175	0.0853	2.76	ARMH4
chr4	100185870	100190782	4913	-	ENSG00000145358.6	DDIT4L	DDIT4L	-1.32	1.78	15.5	0.00175	0.0853	2.76	DDIT4L
chr1	29236516	29326813	90298	+	ENSG00000060656.20	PTPRU	PTPRU	1.55	-0.116	15.5	0.00176	0.0855	2.75	PTPRU
chr7	100159244	100168617	9374	-	ENSG00000197093.11	GAL3ST4	GAL3ST4	-1.03	7.34	15.5	0.00176	0.0855	2.75	GAL3ST4
chr1	113813811	113871753	57943	-	ENSG00000134242.16	PTPN22	PTPN22	0.564	4.82	15.4	0.00178	0.0855	2.75	PTPN22
chr12	106063345	106138954	75610	-	ENSG00000074590.14	NUAK1	NUAK1	-1.11	5.94	15.4	0.00179	0.0855	2.75	NUAK1
chr1	182378098	182392206	14109	-	ENSG00000135821.19	GLUL	GLUL	-0.644	8.96	15.4	0.00179	0.0855	2.75	GLUL
chr8	1755778	1801711	45934	+	ENSG00000182372.10	CLN8	CLN8	-1.35	5.79	15.4	0.00179	0.0855	2.75	CLN8
chr20	5950652	5998977	48326	+	ENSG00000125885.13	MCM8	MCM8	0.848	3.92	15.4	0.00181	0.0855	2.74	MCM8
chr17	81637171	81648754	11584	+	ENSG00000182612.11	TSPAN10	TSPAN10	-2.33	1.46	15.4	0.00181	0.0855	2.74	TSPAN10
chr21	45073853	45226560	152708	+	ENSG00000197381.18	ADARB1	ADARB1	-1.08	3.16	15.4	0.00181	0.0855	2.74	ADARB1
chr18	2847006	2916003	68998	+	ENSG00000132205.11	EMILIN2	EMILIN2	-0.539	4.21	15.3	0.00182	0.086	2.74	EMILIN2
chr16	21663968	21761935	97968	+	ENSG00000155719.18	OTOA	OTOA	-2.14	1.96	15.3	0.00185	0.0867	2.73	OTOA
chr12	53046969	53064379	17411	+	ENSG00000111077.18	TNS2	TNS2	1.6	0.692	15.2	0.00187	0.0872	2.73	TNS2
chr6	122471917	122726373	254457	+	ENSG00000135549.16	PKIB	PKIB	0.601	5.17	15.2	0.00187	0.0872	2.73	PKIB
chr12	112938051	112976460	38410	+	ENSG00000111331.14	OAS3	OAS3	0.346	6.58	15.2	0.0019	0.0884	2.72	OAS3
chr14	61187559	61550976	363418	+	ENSG00000027075.17	PRKCH	PRKCH	1.22	3.87	15.1	0.00193	0.089	2.72	PRKCH
chr9	127885321	127905408	20088	-	ENSG00000160408.16	ST6GALNAC6	ST6GALNAC6	-0.392	5.64	15.1	0.00194	0.089	2.71	ST6GALNAC6
chr17	19495385	19579034	83650	+	ENSG00000142494.13	SLC47A1	SLC47A1	-1.48	4.51	15.1	0.00195	0.089	2.71	SLC47A1
chr2	135839626	135876443	36818	-	ENSG00000076003.5	MCM6	MCM6	0.686	5.53	15	0.00196	0.089	2.71	MCM6
chr7	80369575	80679277	309703	+	ENSG00000135218.19	CD36	CD36	-2.87	5.38	15	0.00196	0.089	2.71	CD36
chr4	76021118	76023497	2380	-	ENSG00000169245.6	CXCL10	CXCL10	1.09	0.608	15	0.00197	0.089	2.71	CXCL10
chr6	29555629	29633976	78348	-	ENSG00000204681.11	GABBR1	GABBR1	1.95	-0.298	15	0.00198	0.089	2.7	GABBR1
chr6	161129967	161274061	144095	-	ENSG00000026652.15	AGPAT4	AGPAT4	-1.26	4.13	15	0.00199	0.089	2.7	AGPAT4
chr6	107490106	107661306	171201	+	ENSG00000112320.12	SOBP	SOBP	0.648	2.7	15	0.00199	0.089	2.7	SOBP
chr9	112380080	112472405	92326	+	ENSG00000119471.15	HSDL2	HSDL2	-0.428	5.13	15	0.00199	0.089	2.7	HSDL2
chr20	24962925	24992751	29827	-	ENSG00000101474.12	APMAP	APMAP	-0.46	7.14	14.9	0.002	0.089	2.7	APMAP
chr2	26243170	26290465	47296	+	ENSG00000138029.14	HADHB	HADHB	-0.532	7.03	14.9	0.002	0.089	2.7	HADHB
chr10	126012381	126388477	376097	-	ENSG00000148848.15	ADAM12	ADAM12	-1.72	-0.657	15	0.002	0.089	2.7	ADAM12
chr1	236142505	236221865	79361	+	ENSG00000077585.14	GPR137B	GPR137B	-0.971	5.3	14.9	0.00203	0.089	2.69	GPR137B
chr17	40287879	40304657	16779	+	ENSG00000094804.12	CDC6	CDC6	1.9	3.29	14.9	0.00203	0.089	2.69	CDC6
chr11	60937060	60952653	15594	-	ENSG00000110446.12	SLC15A3	SLC15A3	-0.825	8	14.9	0.00203	0.089	2.69	SLC15A3
chr12	57089043	57095476	6434	+	ENSG00000166886.13	NAB2	NAB2	-0.851	4.92	14.9	0.00203	0.089	2.69	NAB2
chr7	141927357	141947007	19651	-	ENSG00000258227.7	CLEC5A	CLEC5A	0.755	8.1	14.9	0.00203	0.089	2.69	CLEC5A
chr19	57719751	57727624	7874	-	ENSG00000083814.13	ZNF671	ZNF671	-0.506	3.88	14.8	0.00207	0.09	2.68	ZNF671
chr16	86530178	86555235	25058	-	ENSG00000103248.19	MTHFSD	MTHFSD	-0.482	3.9	14.8	0.00207	0.09	2.68	MTHFSD
chrX	102153708	102155977	2270	-	ENSG00000184515.11	BEX5	BEX5	1.28	-0.351	14.8	0.00209	0.0901	2.68	BEX5
chr12	53708517	53727745	19229	-	ENSG00000012822.16	CALCOCO1	CALCOCO1	-0.541	6.73	14.8	0.0021	0.0901	2.68	CALCOCO1
chr12	62643994	62935150	291157	-	ENSG00000111110.12	PPM1H	PPM1H	-0.629	4.62	14.8	0.0021	0.0901	2.68	PPM1H
chr12	118032687	118062430	29744	-	ENSG00000176871.9	WSB2	WSB2	-0.465	6.09	14.7	0.0021	0.0901	2.68	WSB2
chr5	140332843	140346603	13761	-	ENSG00000113070.8	HBEGF	HBEGF	-0.722	4.17	14.7	0.00211	0.0901	2.68	HBEGF
chr21	43772511	43776330	3820	-	ENSG00000160213.9	CSTB	CSTB	-0.845	7.21	14.7	0.00211	0.0901	2.68	CSTB
chr4	35948221	36244514	296294	-	ENSG00000047365.13	ARAP2	ARAP2	0.624	4.3	14.7	0.00215	0.0901	2.67	ARAP2
chr1	154502219	154548147	45929	+	ENSG00000163239.12	TDRD10	TDRD10	-2.88	-0.569	14.7	0.00215	0.0901	2.67	TDRD10
chr19	12875209	12881595	6387	-	ENSG00000105612.10	DNASE2	DNASE2	-1.14	7.92	14.6	0.00216	0.0901	2.67	DNASE2
chr12	124776856	124882668	105813	-	ENSG00000073060.17	SCARB1	SCARB1	-0.699	7.81	14.6	0.00218	0.0901	2.66	SCARB1
chr3	183919934	184017939	98006	-	ENSG00000114770.17	ABCC5	ABCC5	-1.39	8.17	14.6	0.00218	0.0901	2.66	ABCC5
chr22	35380361	35394214	13854	+	ENSG00000100292.18	HMOX1	HMOX1	-1.11	7.94	14.6	0.00219	0.0901	2.66	HMOX1
chr2	207074137	207173856	99720	-	ENSG00000118263.16	KLF7	KLF7	-0.468	4.7	14.6	0.0022	0.0901	2.66	KLF7
chr2	136114349	136119177	4829	-	ENSG00000121966.8	CXCR4	CXCR4	-0.807	5.11	14.6	0.0022	0.0901	2.66	CXCR4
chr13	30202630	30307551	104922	-	ENSG00000102781.14	KATNAL1	KATNAL1	0.795	2.65	14.5	0.00221	0.0901	2.66	KATNAL1
chr2	222566899	222656092	89194	-	ENSG00000116120.11	FARSB	FARSB	0.477	4.61	14.5	0.00221	0.0901	2.66	FARSB
chr8	123497889	123541206	43318	-	ENSG00000156804.7	FBXO32	FBXO32	-1.4	1.33	14.5	0.00221	0.0901	2.66	FBXO32
chr10	60869438	61001440	132003	-	ENSG00000072422.17	RHOBTB1	RHOBTB1	-0.749	4.92	14.5	0.00222	0.0901	2.65	RHOBTB1
chr3	48223347	48225491	2145	+	ENSG00000164047.6	CAMP	CAMP	-3.98	1.68	14.5	0.00222	0.0901	2.65	CAMP
chr14	103697609	103715504	17896	-	ENSG00000126215.14	XRCC3	XRCC3	0.759	3.3	14.5	0.00223	0.0901	2.65	XRCC3
chr19	48321509	48330553	9045	+	ENSG00000142227.11	EMP3	EMP3	0.297	5.24	14.5	0.00224	0.0901	2.65	EMP3
chr7	128027071	128032107	5037	-	ENSG00000128594.8	LRRC4	LRRC4	-0.893	5.14	14.5	0.00225	0.0901	2.65	LRRC4
chr5	42799880	42887392	87513	-	ENSG00000250722.6	SELENOP	SELENOP	-1.71	7.12	14.5	0.00225	0.0901	2.65	SELENOP
chr6	111087503	111231194	143692	+	ENSG00000112394.18	SLC16A10	SLC16A10	-1.31	1.32	14.5	0.00226	0.0901	2.65	SLC16A10
chr6	46704201	46735693	31493	-	ENSG00000146070.17	PLA2G7	PLA2G7	-1.75	7.73	14.4	0.00226	0.0901	2.65	PLA2G7
chr10	74151202	74709963	558762	+	ENSG00000156110.15	ADK	ADK	-0.531	4.65	14.4	0.00226	0.0901	2.65	ADK
chr11	5663195	5938619	275425	-	ENSG00000132256.20	TRIM5	TRIM5	0.405	5.49	14.4	0.00227	0.0901	2.64	TRIM5
chr8	119833976	119855894	21919	-	ENSG00000136982.6	DSCC1	DSCC1	1.11	1.25	14.4	0.00227	0.0901	2.64	DSCC1
chr8	19901717	19967259	65543	+	ENSG00000175445.17	LPL	LPL	-1.39	7.46	14.4	0.00228	0.0901	2.64	LPL
chr1	13583465	13617957	34493	+	ENSG00000162493.17	PDPN	PDPN	-1.6	3.31	14.4	0.00229	0.0901	2.64	PDPN
chr1	200891048	200915742	24695	+	ENSG00000163362.11	INAVA	INAVA	1.73	2.98	14.4	0.00229	0.0901	2.64	INAVA
chr5	177483394	177497606	14213	-	ENSG00000196923.14	PDLIM7	PDLIM7	0.629	4.68	14.4	0.00229	0.0901	2.64	PDLIM7
chr11	32829927	32858120	28194	+	ENSG00000135378.4	PRRG4	PRRG4	0.929	2.73	14.4	0.0023	0.0901	2.64	PRRG4
chr2	169694488	169776989	82502	+	ENSG00000213160.10	KLHL23	KLHL23	1.55	0.33	14.4	0.0023	0.0901	2.64	KLHL23
chr21	41986831	42010387	23557	-	ENSG00000173276.14	ZBTB21	ZBTB21	0.49	4.38	14.4	0.00232	0.0905	2.63	ZBTB21
chr12	55752463	55817724	65262	-	ENSG00000205323.9	SARNP	SARNP	0.466	4.91	14.3	0.00233	0.0907	2.63	SARNP
chr9	21802636	21937651	135016	+	ENSG00000099810.21	MTAP	MTAP	0.355	5.72	14.3	0.00236	0.0912	2.63	MTAP
chr19	51964340	51986856	22517	-	ENSG00000256683.7	ZNF350	ZNF350	-1.35	1.54	14.3	0.00236	0.0912	2.63	ZNF350
chr1	28592200	28595449	3250	+	ENSG00000188060.8	RAB42	RAB42	-1.51	7.16	14.3	0.00237	0.0912	2.63	RAB42
chr19	11384341	11419328	34988	-	ENSG00000205517.13	RGL3	RGL3	-3.41	-1	14.3	0.00237	0.0912	2.63	RGL3
chrX	154778684	154821007	42324	-	ENSG00000130830.15	MPP1	MPP1	-0.735	6.56	14.2	0.00239	0.0914	2.62	MPP1
chr3	50674927	51384198	709272	+	ENSG00000088538.13	DOCK3	DOCK3	-1.35	1.8	14.2	0.0024	0.0914	2.62	DOCK3
chr20	25294742	25390835	96094	-	ENSG00000100997.20	ABHD12	ABHD12	-0.554	7.48	14.2	0.0024	0.0914	2.62	ABHD12
chr1	31365253	31376850	11598	-	ENSG00000121769.8	FABP3	FABP3	-1.62	5.33	14.2	0.0024	0.0914	2.62	FABP3
chr4	147732063	148072776	340714	+	ENSG00000071205.12	ARHGAP10	ARHGAP10	-0.71	2.37	14.2	0.00243	0.0914	2.61	ARHGAP10
chr12	6913745	6923698	9954	+	ENSG00000111674.9	ENO2	ENO2	-1.24	0.626	14.1	0.00244	0.0914	2.61	ENO2
chr15	67521131	67530146	9016	+	ENSG00000189227.6	C15orf61	C15orf61	-0.998	1.67	14.1	0.00244	0.0914	2.61	C15orf61
chr7	27525442	27662883	137442	-	ENSG00000106049.9	HIBADH	HIBADH	-0.588	5.35	14.1	0.00245	0.0914	2.61	HIBADH
chrX	1268800	1310381	41582	+	ENSG00000198223.18	CSF2RA	CSF2RA	-0.439	7.72	14.1	0.00246	0.0914	2.61	CSF2RA
chr16	1351931	1365737	13807	+	ENSG00000090581.11	GNPTG	GNPTG	-0.696	6.17	14.1	0.00249	0.0914	2.6	GNPTG
chr6	52264014	52284881	20868	-	ENSG00000112118.20	MCM3	MCM3	0.879	6.18	14.1	0.00249	0.0914	2.6	MCM3
chr9	108942569	109013522	70954	-	ENSG00000119326.15	CTNNAL1	CTNNAL1	0.941	2.93	14.1	0.00249	0.0914	2.6	CTNNAL1
chr7	192571	260772	68202	+	ENSG00000177706.9	FAM20C	FAM20C	-0.861	7.25	14.1	0.00249	0.0914	2.6	FAM20C
chr2	111898607	112029561	130955	+	ENSG00000153208.18	MERTK	MERTK	-1.06	6.55	14.1	0.0025	0.0914	2.6	MERTK
chr17	7074537	7080307	5771	-	ENSG00000132514.14	CLEC10A	CLEC10A	-1.59	2.2	14	0.00251	0.0914	2.6	CLEC10A
chr16	28532708	28539008	6301	-	ENSG00000176046.9	NUPR1	NUPR1	-1.39	6.15	14	0.00251	0.0914	2.6	NUPR1
chr1	206903317	206923247	19931	-	ENSG00000162894.12	FCMR	FCMR	-0.744	6.05	14	0.00252	0.0914	2.6	FCMR
chr1	20633458	20651511	18054	+	ENSG00000158828.8	PINK1	PINK1	-0.483	5.72	14	0.00253	0.0914	2.6	PINK1
chr3	58237532	58295693	58162	+	ENSG00000163686.15	ABHD6	ABHD6	-0.647	4.22	14	0.00253	0.0914	2.6	ABHD6
chr3	49412212	49416476	4265	+	ENSG00000145022.5	TCTA	TCTA	-0.594	4.32	14	0.00254	0.0914	2.6	TCTA
chrX	71107404	71112108	4705	-	ENSG00000147168.14	IL2RG	IL2RG	-1.07	3.65	14	0.00254	0.0914	2.6	IL2RG
chr2	240435663	240468076	32414	+	ENSG00000063660.9	GPC1	GPC1	1.69	2.14	14	0.00255	0.0914	2.59	GPC1
chr6	7541617	7586714	45098	+	ENSG00000096696.15	DSP	DSP	1.86	-0.0336	14	0.00255	0.0914	2.59	DSP
chr8	18055992	18084998	29007	-	ENSG00000104763.20	ASAH1	ASAH1	-1.47	10.3	14	0.00255	0.0914	2.59	ASAH1
chr3	171600404	171810950	210547	-	ENSG00000075651.17	PLD1	PLD1	-1.17	4.38	14	0.00256	0.0914	2.59	PLD1
chr11	45804072	45813016	8945	+	ENSG00000181830.9	SLC35C1	SLC35C1	-0.592	4.35	14	0.00256	0.0914	2.59	SLC35C1
chrX	46447292	46497422	50131	+	ENSG00000147121.16	KRBOX4	KRBOX4	-0.599	3.85	13.9	0.00257	0.0914	2.59	KRBOX4
chr2	174747592	174787935	40344	-	ENSG00000138435.16	CHRNA1	CHRNA1	-1.09	5.81	13.9	0.00258	0.0914	2.59	CHRNA1
chrY	14522573	14845654	323082	+	ENSG00000165246.15	NLGN4Y	NLGN4Y	0.772	4.32	13.9	0.00259	0.0914	2.59	NLGN4Y
chr2	205681990	205798133	116144	+	ENSG00000118257.17	NRP2	NRP2	-1.12	5.1	13.9	0.0026	0.0914	2.59	NRP2
chr11	18693122	18704785	11664	+	ENSG00000151117.9	TMEM86A	TMEM86A	-0.993	6.9	13.9	0.0026	0.0914	2.59	TMEM86A
chr7	143353400	143362770	9371	-	ENSG00000159784.18	FAM131B	FAM131B	1.43	0.604	13.9	0.00261	0.0914	2.58	FAM131B
chr1	6264269	6393767	129499	-	ENSG00000097021.21	ACOT7	ACOT7	1.16	2.68	13.9	0.00262	0.0914	2.58	ACOT7
chr5	140175156	140282052	106897	+	ENSG00000120306.11	CYSTM1	CYSTM1	-1.21	3.38	13.9	0.00262	0.0914	2.58	CYSTM1
chr20	5114953	5126626	11674	-	ENSG00000132646.11	PCNA	PCNA	0.593	6.17	13.9	0.00262	0.0914	2.58	PCNA
